it_infinitive,en_infinitive,tense,1s,2s,3s,1p,2p,3p
SUCCEDERE,TO HAPPEN,TRAPASSATO REMOTO,"FUI SUCCESSO, SUCCEDUTO","FOSTI SUCCESSO, SUCCEDUTO","FU SUCCESSO, SUCCEDUTO","FUMMO SUCCESSO, SUCCEDUTI","FOSTE SUCCESSO, SUCCEDUTI","FURONO SUCCESSO, SUCCEDUTI"
SUCCEDERE,TO HAPPEN,FUTURO ANTERIORE,"SARÒ SUCCESSO, SUCCEDUTO","SARAI SUCCESSO, SUCCEDUTO","SARÀ SUCCESSO, SUCCEDUTO","SAREMO SUCCESSO, SUCCEDUTI","SARETE SUCCESSO, SUCCEDUTI","SARANNO SUCCESSO, SUCCEDUTI"
SUCCEDERE,TO HAPPEN,PRESENTE CONGIUNTIVO,SUCCEDA,SUCCEDA,SUCCEDA,SUCCEDIAMO,SUCCEDIATE,SUCCEDANO
SUCCEDERE,TO HAPPEN,IMPERFETTO CONGIUNTIVO,SUCCEDESSI,SUCCEDESSI,SUCCEDESSE,SUCCEDESSIMO,SUCCEDESTE,SUCCEDESSERO
SUCCEDERE,TO HAPPEN,PASSATO CONGIUNTIVO,"SIA SUCCESSO, SUCCEDUTO","SIA SUCCESSO, SUCCEDUTO","SIA SUCCESSO, SUCCEDUTO","SIAMO SUCCESSO, SUCCEDUTI","SIATE SUCCESSO, SUCCEDUTI","SIANO SUCCESSO, SUCCEDUTI"
SUCCEDERE,TO HAPPEN,TRAPASSATO CONGIUNTIVO,"FOSSI SUCCESSO, SUCCEDUTO","FOSSI SUCCESSO, SUCCEDUTO","FOSSE SUCCESSO, SUCCEDUTO","FOSSIMO SUCCESSO, SUCCEDUTI","FOSTE SUCCESSO, SUCCEDUTI","FOSSERO SUCCESSO, SUCCEDUTI"
SUCCEDERE,TO HAPPEN,PRESENTE CONDIZIONALE,SUCCEDEREI,SUCCEDERESTI,SUCCEDEREBBE,SUCCEDEREMMO,SUCCEDERESTE,SUCCEDEREBBERO
SUCCEDERE,TO HAPPEN,PASSATO CONDIZIONALE,"SAREI SUCCESSO, SUCCEDUTO","SARESTI SUCCESSO, SUCCEDUTO","SAREBBE SUCCESSO, SUCCEDUTO","SAREMMO SUCCESSO, SUCCEDUTI","SARESTE SUCCESSO, SUCCEDUTI","SAREBBERO SUCCESSO, SUCCEDUTI"
SUCCEDERE,TO HAPPEN,IMPERATIVO,,SUCCEDI,SUCCEDA,SUCCEDIAMO,SUCCEDETE,SUCCEDANO
SPEDIRE,TO SHIP,PRESENTE,SPEDISCO,SPEDISCI,SPEDISCE,SPEDIAMO,SPEDITE,SPEDISCONO
SPEDIRE,TO SHIP,IMPERFETTO,SPEDIVO,SPEDIVI,SPEDIVA,SPEDIVAMO,SPEDIVATE,SPEDIVANO
SPEDIRE,TO SHIP,PASSATO REMOTO,SPEDII,SPEDISTI,SPEDÌ,SPEDIMMO,SPEDISTE,SPEDIRONO
SPEDIRE,TO SHIP,FUTURO SEMPLICE,SPEDIRÒ,SPEDIRAI,SPEDIRÀ,SPEDIREMO,SPEDIRETE,SPEDIRANNO
SPEDIRE,TO SHIP,PASSATO PROSSIMO,HO SPEDITO,HAI SPEDITO,HA SPEDITO,ABBIAMO SPEDITO,AVETE SPEDITO,HANNO SPEDITO
SPEDIRE,TO SHIP,TRAPASSATO PROSSIMO,AVEVO SPEDITO,AVEVI SPEDITO,AVEVA SPEDITO,AVEVAMO SPEDITO,AVEVATE SPEDITO,AVEVANO SPEDITO
SPEDIRE,TO SHIP,TRAPASSATO REMOTO,EBBI SPEDITO,AVESTI SPEDITO,EBBE SPEDITO,AVEMMO SPEDITO,AVESTE SPEDITO,EBBERO SPEDITO
SPEDIRE,TO SHIP,FUTURO ANTERIORE,AVRÒ SPEDITO,AVRAI SPEDITO,AVRÀ SPEDITO,AVREMO SPEDITO,AVRETE SPEDITO,AVRANNO SPEDITO
SPEDIRE,TO SHIP,PRESENTE CONGIUNTIVO,SPEDISCA,SPEDISCA,SPEDISCA,SPEDIAMO,SPEDIATE,SPEDISCANO
SPEDIRE,TO SHIP,IMPERFETTO CONGIUNTIVO,SPEDISSI,SPEDISSI,SPEDISSE,SPEDISSIMO,SPEDISTE,SPEDISSERO
SPEDIRE,TO SHIP,PASSATO CONGIUNTIVO,ABBIA SPEDITO,ABBIA SPEDITO,ABBIA SPEDITO,ABBIAMO SPEDITO,ABBIATE SPEDITO,ABBIANO SPEDITO
SPEDIRE,TO SHIP,TRAPASSATO CONGIUNTIVO,AVESSI SPEDITO,AVESSI SPEDITO,AVESSE SPEDITO,AVESSIMO SPEDITO,AVESTE SPEDITO,AVESSERO SPEDITO
SPEDIRE,TO SHIP,PRESENTE CONDIZIONALE,SPEDIREI,SPEDIRESTI,SPEDIREBBE,SPEDIREMMO,SPEDIRESTE,SPEDIREBBERO
SPEDIRE,TO SHIP,PASSATO CONDIZIONALE,AVREI SPEDITO,AVRESTI SPEDITO,AVREBBE SPEDITO,AVREMMO SPEDITO,AVRESTE SPEDITO,AVREBBERO SPEDITO
SPEDIRE,TO SHIP,IMPERATIVO,,SPEDISCI,SPEDISCA,SPEDIAMO,SPEDITE,SPEDISCANO
CAMMINARE,TO WALK,PRESENTE,CAMMINO,CAMMINI,CAMMINA,CAMMINIAMO,CAMMINATE,CAMMINANO
CAMMINARE,TO WALK,IMPERFETTO,CAMMINAVO,CAMMINAVI,CAMMINAVA,CAMMINAVAMO,CAMMINAVATE,CAMMINAVANO
CAMMINARE,TO WALK,PASSATO REMOTO,CAMMINAI,CAMMINASTI,CAMMINÒ,CAMMINAMMO,CAMMINASTE,CAMMINARONO
CAMMINARE,TO WALK,FUTURO SEMPLICE,CAMMINERÒ,CAMMINERAI,CAMMINERÀ,CAMMINEREMO,CAMMINERETE,CAMMINERANNO
CAMMINARE,TO WALK,PASSATO PROSSIMO,HO CAMMINATO,HAI CAMMINATO,HA CAMMINATO,ABBIAMO CAMMINATO,AVETE CAMMINATO,HANNO CAMMINATO
CAMMINARE,TO WALK,TRAPASSATO PROSSIMO,AVEVO CAMMINATO,AVEVI CAMMINATO,AVEVA CAMMINATO,AVEVAMO CAMMINATO,AVEVATE CAMMINATO,AVEVANO CAMMINATO
CAMMINARE,TO WALK,TRAPASSATO REMOTO,EBBI CAMMINATO,AVESTI CAMMINATO,EBBE CAMMINATO,AVEMMO CAMMINATO,AVESTE CAMMINATO,EBBERO CAMMINATO
CAMMINARE,TO WALK,FUTURO ANTERIORE,AVRÒ CAMMINATO,AVRAI CAMMINATO,AVRÀ CAMMINATO,AVREMO CAMMINATO,AVRETE CAMMINATO,AVRANNO CAMMINATO
CAMMINARE,TO WALK,PRESENTE CONGIUNTIVO,CAMMINI,CAMMINI,CAMMINI,CAMMINIAMO,CAMMINIATE,CAMMININO
CAMMINARE,TO WALK,IMPERFETTO CONGIUNTIVO,CAMMINASSI,CAMMINASSI,CAMMINASSE,CAMMINASSIMO,CAMMINASTE,CAMMINASSERO
CAMMINARE,TO WALK,PASSATO CONGIUNTIVO,ABBIA CAMMINATO,ABBIA CAMMINATO,ABBIA CAMMINATO,ABBIAMO CAMMINATO,ABBIATE CAMMINATO,ABBIANO CAMMINATO
CAMMINARE,TO WALK,TRAPASSATO CONGIUNTIVO,AVESSI CAMMINATO,AVESSI CAMMINATO,AVESSE CAMMINATO,AVESSIMO CAMMINATO,AVESTE CAMMINATO,AVESSERO CAMMINATO
CAMMINARE,TO WALK,PRESENTE CONDIZIONALE,CAMMINEREI,CAMMINERESTI,CAMMINEREBBE,CAMMINEREMMO,CAMMINERESTE,CAMMINEREBBERO
CAMMINARE,TO WALK,PASSATO CONDIZIONALE,AVREI CAMMINATO,AVRESTI CAMMINATO,AVREBBE CAMMINATO,AVREMMO CAMMINATO,AVRESTE CAMMINATO,AVREBBERO CAMMINATO
CAMMINARE,TO WALK,IMPERATIVO,,CAMMINA,CAMMINI,CAMMINIAMO,CAMMINATE,CAMMININO
ROMPERE,TO BREAK,PRESENTE,ROMPO,ROMPI,ROMPE,ROMPIAMO,ROMPETE,ROMPONO
ROMPERE,TO BREAK,IMPERFETTO,ROMPEVO,ROMPEVI,ROMPEVA,ROMPEVAMO,ROMPEVATE,ROMPEVANO
ROMPERE,TO BREAK,PASSATO REMOTO,RUPPI,ROMPESTI,RUPPE,ROMPEMMO,ROMPESTE,RUPPERO
ROMPERE,TO BREAK,FUTURO SEMPLICE,ROMPERÒ,ROMPERAI,ROMPERÀ,ROMPEREMO,ROMPERETE,ROMPERANNO
ROMPERE,TO BREAK,PASSATO PROSSIMO,HO ROTTO,HAI ROTTO,HA ROTTO,ABBIAMO ROTTO,AVETE ROTTO,HANNO ROTTO
ROMPERE,TO BREAK,TRAPASSATO PROSSIMO,AVEVO ROTTO,AVEVI ROTTO,AVEVA ROTTO,AVEVAMO ROTTO,AVEVATE ROTTO,AVEVANO ROTTO
ROMPERE,TO BREAK,TRAPASSATO REMOTO,EBBI ROTTO,AVESTI ROTTO,EBBE ROTTO,AVEMMO ROTTO,AVESTE ROTTO,EBBERO ROTTO
ROMPERE,TO BREAK,FUTURO ANTERIORE,AVRÒ ROTTO,AVRAI ROTTO,AVRÀ ROTTO,AVREMO ROTTO,AVRETE ROTTO,AVRANNO ROTTO
ROMPERE,TO BREAK,PRESENTE CONGIUNTIVO,ROMPA,ROMPA,ROMPA,ROMPIAMO,ROMPIATE,ROMPANO
ROMPERE,TO BREAK,IMPERFETTO CONGIUNTIVO,ROMPESSI,ROMPESSI,ROMPESSE,ROMPESSIMO,ROMPESTE,ROMPESSERO
ROMPERE,TO BREAK,PASSATO CONGIUNTIVO,ABBIA ROTTO,ABBIA ROTTO,ABBIA ROTTO,ABBIAMO ROTTO,ABBIATE ROTTO,ABBIANO ROTTO
ROMPERE,TO BREAK,TRAPASSATO CONGIUNTIVO,AVESSI ROTTO,AVESSI ROTTO,AVESSE ROTTO,AVESSIMO ROTTO,AVESTE ROTTO,AVESSERO ROTTO
ROMPERE,TO BREAK,PRESENTE CONDIZIONALE,ROMPEREI,ROMPERESTI,ROMPEREBBE,ROMPEREMMO,ROMPERESTE,ROMPEREBBERO
ROMPERE,TO BREAK,PASSATO CONDIZIONALE,AVREI ROTTO,AVRESTI ROTTO,AVREBBE ROTTO,AVREMMO ROTTO,AVRESTE ROTTO,AVREBBERO ROTTO
ROMPERE,TO BREAK,IMPERATIVO,,ROMPI,ROMPA,ROMPIAMO,ROMPETE,ROMPANO
MANCARE,TO MISS,PRESENTE,MANCO,MANCHI,MANCA,MANCHIAMO,MANCATE,MANCANO
MANCARE,TO MISS,IMPERFETTO,MANCAVO,MANCAVI,MANCAVA,MANCAVAMO,MANCAVATE,MANCAVANO
MANCARE,TO MISS,PASSATO REMOTO,MANCAI,MANCASTI,MANCÒ,MANCAMMO,MANCASTE,MANCARONO
MANCARE,TO MISS,FUTURO SEMPLICE,MANCHERÒ,MANCHERAI,MANCHERÀ,MANCHEREMO,MANCHERETE,MANCHERANNO
MANCARE,TO MISS,PASSATO PROSSIMO,SONO MANCATO/A,SEI MANCATO/A,È MANCATO/A,SIAMO MANCATI/E,SIETE MANCATI/E,SONO MANCATI/E
MANCARE,TO MISS,TRAPASSATO PROSSIMO,ERO MANCATO/A,ERI MANCATO/A,ERA MANCATO/A,ERAVAMO MANCATI/E,ERAVATE MANCATI/E,ERANO MANCATI/E
MANCARE,TO MISS,TRAPASSATO REMOTO,FUI MANCATO/A,FOSTI MANCATO/A,FU MANCATO/A,FUMMO MANCATI/E,FOSTE MANCATI/E,FURONO MANCATI/E
MANCARE,TO MISS,FUTURO ANTERIORE,SARÒ MANCATO/A,SARAI MANCATO/A,SARÀ MANCATO/A,SAREMO MANCATI/E,SARETE MANCATI/E,SARANNO MANCATI/E
MANCARE,TO MISS,PRESENTE CONGIUNTIVO,MANCHI,MANCHI,MANCHI,MANCHIAMO,MANCHIATE,MANCHINO
MANCARE,TO MISS,IMPERFETTO CONGIUNTIVO,MANCASSI,MANCASSI,MANCASSE,MANCASSIMO,MANCASTE,MANCASSERO
MANCARE,TO MISS,PASSATO CONGIUNTIVO,SIA MANCATO/A,SIA MANCATO/A,SIA MANCATO/A,SIAMO MANCATI/E,SIATE MANCATI/E,SIANO MANCATI/E
MANCARE,TO MISS,TRAPASSATO CONGIUNTIVO,FOSSI MANCATO/A,FOSSI MANCATO/A,FOSSE MANCATO/A,FOSSIMO MANCATI/E,FOSTE MANCATI/E,FOSSERO MANCATI/E
MANCARE,TO MISS,PRESENTE CONDIZIONALE,MANCHEREI,MANCHERESTI,MANCHEREBBE,MANCHEREMMO,MANCHERESTE,MANCHEREBBERO
MANCARE,TO MISS,PASSATO CONDIZIONALE,SAREI MANCATO/A,SARESTI MANCATO/A,SAREBBE MANCATO/A,SAREMMO MANCATI/E,SARESTE MANCATI/E,SAREBBERO MANCATI/E
MANCARE,TO MISS,IMPERATIVO,,MANCA,MANCHI,MANCHIAMO,MANCATE,MANCHINO
VISITARE,TO VISIT,PRESENTE,VISITO,VISITI,VISITA,VISITIAMO,VISITATE,VISITANO
VISITARE,TO VISIT,IMPERFETTO,VISITAVO,VISITAVI,VISITAVA,VISITAVAMO,VISITAVATE,VISITAVANO
VISITARE,TO VISIT,PASSATO REMOTO,VISITAI,VISITASTI,VISITÒ,VISITAMMO,VISITASTE,VISITARONO
VISITARE,TO VISIT,FUTURO SEMPLICE,VISITERÒ,VISITERAI,VISITERÀ,VISITEREMO,VISITERETE,VISITERANNO
VISITARE,TO VISIT,PASSATO PROSSIMO,HO VISITATO,HAI VISITATO,HA VISITATO,ABBIAMO VISITATO,AVETE VISITATO,HANNO VISITATO
VISITARE,TO VISIT,TRAPASSATO PROSSIMO,AVEVO VISITATO,AVEVI VISITATO,AVEVA VISITATO,AVEVAMO VISITATO,AVEVATE VISITATO,AVEVANO VISITATO
VISITARE,TO VISIT,TRAPASSATO REMOTO,EBBI VISITATO,AVESTI VISITATO,EBBE VISITATO,AVEMMO VISITATO,AVESTE VISITATO,EBBERO VISITATO
VISITARE,TO VISIT,FUTURO ANTERIORE,AVRÒ VISITATO,AVRAI VISITATO,AVRÀ VISITATO,AVREMO VISITATO,AVRETE VISITATO,AVRANNO VISITATO
VISITARE,TO VISIT,PRESENTE CONGIUNTIVO,VISITI,VISITI,VISITI,VISITIAMO,VISITIATE,VISITINO
VISITARE,TO VISIT,IMPERFETTO CONGIUNTIVO,VISITASSI,VISITASSI,VISITASSE,VISITASSIMO,VISITASTE,VISITASSERO
VISITARE,TO VISIT,PASSATO CONGIUNTIVO,ABBIA VISITATO,ABBIA VISITATO,ABBIA VISITATO,ABBIAMO VISITATO,ABBIATE VISITATO,ABBIANO VISITATO
VISITARE,TO VISIT,TRAPASSATO CONGIUNTIVO,AVESSI VISITATO,AVESSI VISITATO,AVESSE VISITATO,AVESSIMO VISITATO,AVESTE VISITATO,AVESSERO VISITATO
VISITARE,TO VISIT,PRESENTE CONDIZIONALE,VISITEREI,VISITERESTI,VISITEREBBE,VISITEREMMO,VISITERESTE,VISITEREBBERO
VISITARE,TO VISIT,PASSATO CONDIZIONALE,AVREI VISITATO,AVRESTI VISITATO,AVREBBE VISITATO,AVREMMO VISITATO,AVRESTE VISITATO,AVREBBERO VISITATO
VISITARE,TO VISIT,IMPERATIVO,,VISITA,VISITI,VISITIAMO,VISITATE,VISITINO
VOLARE,TO FLY,PRESENTE,VOLO,VOLI,VOLA,VOLIAMO,VOLATE,VOLANO
VOLARE,TO FLY,IMPERFETTO,VOLAVO,VOLAVI,VOLAVA,VOLAVAMO,VOLAVATE,VOLAVANO
VOLARE,TO FLY,PASSATO REMOTO,VOLAI,VOLASTI,VOLÒ,VOLAMMO,VOLASTE,VOLARONO
VOLARE,TO FLY,FUTURO SEMPLICE,VOLERÒ,VOLERAI,VOLERÀ,VOLEREMO,VOLERETE,VOLERANNO
VOLARE,TO FLY,PASSATO PROSSIMO,SONO VOLATO/A,SEI VOLATO/A,È VOLATO/A,SIAMO VOLATI/E,SIETE VOLATI/E,SONO VOLATI/E
VOLARE,TO FLY,TRAPASSATO PROSSIMO,ERO VOLATO/A,ERI VOLATO/A,ERA VOLATO/A,ERAVAMO VOLATI/E,ERAVATE VOLATI/E,ERANO VOLATI/E
VOLARE,TO FLY,TRAPASSATO REMOTO,FUI VOLATO/A,FOSTI VOLATO/A,FU VOLATO/A,FUMMO VOLATI/E,FOSTE VOLATI/E,FURONO VOLATI/E
VOLARE,TO FLY,FUTURO ANTERIORE,SARÒ VOLATO/A,SARAI VOLATO/A,SARÀ VOLATO/A,SAREMO VOLATI/E,SARETE VOLATI/E,SARANNO VOLATI/E
VOLARE,TO FLY,PRESENTE CONGIUNTIVO,VOLI,VOLI,VOLI,VOLIAMO,VOLIATE,VOLINO
VOLARE,TO FLY,IMPERFETTO CONGIUNTIVO,VOLASSI,VOLASSI,VOLASSE,VOLASSIMO,VOLASTE,VOLASSERO
VOLARE,TO FLY,PASSATO CONGIUNTIVO,SIA VOLATO/A,SIA VOLATO/A,SIA VOLATO/A,SIAMO VOLATI/E,SIATE VOLATI/E,SIANO VOLATI/E
VOLARE,TO FLY,TRAPASSATO CONGIUNTIVO,FOSSI VOLATO/A,FOSSI VOLATO/A,FOSSE VOLATO/A,FOSSIMO VOLATI/E,FOSTE VOLATI/E,FOSSERO VOLATI/E
VOLARE,TO FLY,PRESENTE CONDIZIONALE,VOLEREI,VOLERESTI,VOLEREBBE,VOLEREMMO,VOLERESTE,VOLEREBBERO
VOLARE,TO FLY,PASSATO CONDIZIONALE,SAREI VOLATO/A,SARESTI VOLATO/A,SAREBBE VOLATO/A,SAREMMO VOLATI/E,SARESTE VOLATI/E,SAREBBERO VOLATI/E
VOLARE,TO FLY,IMPERATIVO,,VOLA,VOLI,VOLIAMO,VOLATE,VOLINO
RITORNARE,TO RETURN,PRESENTE,RITORNO,RITORNI,RITORNA,RITORNIAMO,RITORNATE,RITORNANO
RITORNARE,TO RETURN,IMPERFETTO,RITORNAVO,RITORNAVI,RITORNAVA,RITORNAVAMO,RITORNAVATE,RITORNAVANO
RITORNARE,TO RETURN,PASSATO REMOTO,RITORNAI,RITORNASTI,RITORNÒ,RITORNAMMO,RITORNASTE,RITORNARONO
RITORNARE,TO RETURN,FUTURO SEMPLICE,RITORNERÒ,RITORNERAI,RITORNERÀ,RITORNEREMO,RITORNERETE,RITORNERANNO
RITORNARE,TO RETURN,PASSATO PROSSIMO,SONO RITORNATO/A,SEI RITORNATO/A,È RITORNATO/A,SIAMO RITORNATI/E,SIETE RITORNATI/E,SONO RITORNATI/E
RITORNARE,TO RETURN,TRAPASSATO PROSSIMO,ERO RITORNATO/A,ERI RITORNATO/A,ERA RITORNATO/A,ERAVAMO RITORNATI/E,ERAVATE RITORNATI/E,ERANO RITORNATI/E
RITORNARE,TO RETURN,TRAPASSATO REMOTO,FUI RITORNATO/A,FOSTI RITORNATO/A,FU RITORNATO/A,FUMMO RITORNATI/E,FOSTE RITORNATI/E,FURONO RITORNATI/E
RITORNARE,TO RETURN,FUTURO ANTERIORE,SARÒ RITORNATO/A,SARAI RITORNATO/A,SARÀ RITORNATO/A,SAREMO RITORNATI/E,SARETE RITORNATI/E,SARANNO RITORNATI/E
RITORNARE,TO RETURN,PRESENTE CONGIUNTIVO,RITORNI,RITORNI,RITORNI,RITORNIAMO,RITORNIATE,RITORNINO
RITORNARE,TO RETURN,IMPERFETTO CONGIUNTIVO,RITORNASSI,RITORNASSI,RITORNASSE,RITORNASSIMO,RITORNASTE,RITORNASSERO
RITORNARE,TO RETURN,PASSATO CONGIUNTIVO,SIA RITORNATO/A,SIA RITORNATO/A,SIA RITORNATO/A,SIAMO RITORNATI/E,SIATE RITORNATI/E,SIANO RITORNATI/E
RITORNARE,TO RETURN,TRAPASSATO CONGIUNTIVO,FOSSI RITORNATO/A,FOSSI RITORNATO/A,FOSSE RITORNATO/A,FOSSIMO RITORNATI/E,FOSTE RITORNATI/E,FOSSERO RITORNATI/E
RITORNARE,TO RETURN,PRESENTE CONDIZIONALE,RITORNEREI,RITORNERESTI,RITORNEREBBE,RITORNEREMMO,RITORNERESTE,RITORNEREBBERO
RITORNARE,TO RETURN,PASSATO CONDIZIONALE,SAREI RITORNATO/A,SARESTI RITORNATO/A,SAREBBE RITORNATO/A,SAREMMO RITORNATI/E,SARESTE RITORNATI/E,SAREBBERO RITORNATI/E
RITORNARE,TO RETURN,IMPERATIVO,,RITORNA,RITORNI,RITORNIAMO,RITORNATE,RITORNINO
PIANGERE,TO CRY,PRESENTE,PIANGO,PIANGI,PIANGE,PIANGIAMO,PIANGETE,PIANGONO
PIANGERE,TO CRY,IMPERFETTO,PIANGEVO,PIANGEVI,PIANGEVA,PIANGEVAMO,PIANGEVATE,PIANGEVANO
PIANGERE,TO CRY,PASSATO REMOTO,PIANSI,PIANGESTI,PIANSE,PIANGEMMO,PIANGESTE,PIANSERO
PIANGERE,TO CRY,FUTURO SEMPLICE,PIANGERÒ,PIANGERAI,PIANGERÀ,PIANGEREMO,PIANGERETE,PIANGERANNO
PIANGERE,TO CRY,PASSATO PROSSIMO,HO PIANTO,HAI PIANTO,HA PIANTO,ABBIAMO PIANTO,AVETE PIANTO,HANNO PIANTO
PIANGERE,TO CRY,TRAPASSATO PROSSIMO,AVEVO PIANTO,AVEVI PIANTO,AVEVA PIANTO,AVEVAMO PIANTO,AVEVATE PIANTO,AVEVANO PIANTO
PIANGERE,TO CRY,TRAPASSATO REMOTO,EBBI PIANTO,AVESTI PIANTO,EBBE PIANTO,AVEMMO PIANTO,AVESTE PIANTO,EBBERO PIANTO
PIANGERE,TO CRY,FUTURO ANTERIORE,AVRÒ PIANTO,AVRAI PIANTO,AVRÀ PIANTO,AVREMO PIANTO,AVRETE PIANTO,AVRANNO PIANTO
PIANGERE,TO CRY,PRESENTE CONGIUNTIVO,PIANGA,PIANGA,PIANGA,PIANGIAMO,PIANGIATE,PIANGANO
PIANGERE,TO CRY,IMPERFETTO CONGIUNTIVO,PIANGESSI,PIANGESSI,PIANGESSE,PIANGESSIMO,PIANGESTE,PIANGESSERO
PIANGERE,TO CRY,PASSATO CONGIUNTIVO,ABBIA PIANTO,ABBIA PIANTO,ABBIA PIANTO,ABBIAMO PIANTO,ABBIATE PIANTO,ABBIANO PIANTO
PIANGERE,TO CRY,TRAPASSATO CONGIUNTIVO,AVESSI PIANTO,AVESSI PIANTO,AVESSE PIANTO,AVESSIMO PIANTO,AVESTE PIANTO,AVESSERO PIANTO
PIANGERE,TO CRY,PRESENTE CONDIZIONALE,PIANGEREI,PIANGERESTI,PIANGEREBBE,PIANGEREMMO,PIANGERESTE,PIANGEREBBERO
PIANGERE,TO CRY,PASSATO CONDIZIONALE,AVREI PIANTO,AVRESTI PIANTO,AVREBBE PIANTO,AVREMMO PIANTO,AVRESTE PIANTO,AVREBBERO PIANTO
PIANGERE,TO CRY,IMPERATIVO,,PIANGI,PIANGA,PIANGIAMO,PIANGETE,PIANGANO
ACCENDERE,TO TURN ON,PRESENTE,ACCENDO,ACCENDI,ACCENDE,ACCENDIAMO,ACCENDETE,ACCENDONO
ACCENDERE,TO TURN ON,IMPERFETTO,ACCENDEVO,ACCENDEVI,ACCENDEVA,ACCENDEVAMO,ACCENDEVATE,ACCENDEVANO
ACCENDERE,TO TURN ON,PASSATO REMOTO,ACCESI,ACCENDESTI,ACCESE,ACCENDEMMO,ACCENDESTE,ACCESERO
ACCENDERE,TO TURN ON,FUTURO SEMPLICE,ACCENDERÒ,ACCENDERAI,ACCENDERÀ,ACCENDEREMO,ACCENDERETE,ACCENDERANNO
ACCENDERE,TO TURN ON,PASSATO PROSSIMO,HO ACCESO,HAI ACCESO,HA ACCESO,ABBIAMO ACCESO,AVETE ACCESO,HANNO ACCESO
ACCENDERE,TO TURN ON,TRAPASSATO PROSSIMO,AVEVO ACCESO,AVEVI ACCESO,AVEVA ACCESO,AVEVAMO ACCESO,AVEVATE ACCESO,AVEVANO ACCESO
ACCENDERE,TO TURN ON,TRAPASSATO REMOTO,EBBI ACCESO,AVESTI ACCESO,EBBE ACCESO,AVEMMO ACCESO,AVESTE ACCESO,EBBERO ACCESO
ACCENDERE,TO TURN ON,FUTURO ANTERIORE,AVRÒ ACCESO,AVRAI ACCESO,AVRÀ ACCESO,AVREMO ACCESO,AVRETE ACCESO,AVRANNO ACCESO
ACCENDERE,TO TURN ON,PRESENTE CONGIUNTIVO,ACCENDA,ACCENDA,ACCENDA,ACCENDIAMO,ACCENDIATE,ACCENDANO
ACCENDERE,TO TURN ON,IMPERFETTO CONGIUNTIVO,ACCENDESSI,ACCENDESSI,ACCENDESSE,ACCENDESSIMO,ACCENDESTE,ACCENDESSERO
ACCENDERE,TO TURN ON,PASSATO CONGIUNTIVO,ABBIA ACCESO,ABBIA ACCESO,ABBIA ACCESO,ABBIAMO ACCESO,ABBIATE ACCESO,ABBIANO ACCESO
ACCENDERE,TO TURN ON,TRAPASSATO CONGIUNTIVO,AVESSI ACCESO,AVESSI ACCESO,AVESSE ACCESO,AVESSIMO ACCESO,AVESTE ACCESO,AVESSERO ACCESO
ACCENDERE,TO TURN ON,PRESENTE CONDIZIONALE,ACCENDEREI,ACCENDERESTI,ACCENDEREBBE,ACCENDEREMMO,ACCENDERESTE,ACCENDEREBBERO
ACCENDERE,TO TURN ON,PASSATO CONDIZIONALE,AVREI ACCESO,AVRESTI ACCESO,AVREBBE ACCESO,AVREMMO ACCESO,AVRESTE ACCESO,AVREBBERO ACCESO
ACCENDERE,TO TURN ON,IMPERATIVO,,ACCENDI,ACCENDA,ACCENDIAMO,ACCENDETE,ACCENDANO
SCOPRIRE,TO DISCOVER,PRESENTE,SCOPRO,SCOPRI,SCOPRE,SCOPRIAMO,SCOPRITE,SCOPRONO
SCOPRIRE,TO DISCOVER,IMPERFETTO,SCOPRIVO,SCOPRIVI,SCOPRIVA,SCOPRIVAMO,SCOPRIVATE,SCOPRIVANO
SCOPRIRE,TO DISCOVER,PASSATO REMOTO,"SCOPRII, SCOPERSI",SCOPRISTI,"SCOPRÌ, SCOPERSE",SCOPRIMMO,SCOPRISTE,"SCOPRIRONO, SCOPERSERO"
SCOPRIRE,TO DISCOVER,FUTURO SEMPLICE,SCOPRIRÒ,SCOPRIRAI,SCOPRIRÀ,SCOPRIREMO,SCOPRIRETE,SCOPRIRANNO
SCOPRIRE,TO DISCOVER,PASSATO PROSSIMO,HO SCOPERTO,HAI SCOPERTO,HA SCOPERTO,ABBIAMO SCOPERTO,AVETE SCOPERTO,HANNO SCOPERTO
SCOPRIRE,TO DISCOVER,TRAPASSATO PROSSIMO,AVEVO SCOPERTO,AVEVI SCOPERTO,AVEVA SCOPERTO,AVEVAMO SCOPERTO,AVEVATE SCOPERTO,AVEVANO SCOPERTO
SCOPRIRE,TO DISCOVER,TRAPASSATO REMOTO,EBBI SCOPERTO,AVESTI SCOPERTO,EBBE SCOPERTO,AVEMMO SCOPERTO,AVESTE SCOPERTO,EBBERO SCOPERTO
SCOPRIRE,TO DISCOVER,FUTURO ANTERIORE,AVRÒ SCOPERTO,AVRAI SCOPERTO,AVRÀ SCOPERTO,AVREMO SCOPERTO,AVRETE SCOPERTO,AVRANNO SCOPERTO
SCOPRIRE,TO DISCOVER,PRESENTE CONGIUNTIVO,SCOPRA,SCOPRA,SCOPRA,SCOPRIAMO,SCOPRIATE,SCOPRANO
SCOPRIRE,TO DISCOVER,IMPERFETTO CONGIUNTIVO,SCOPRISSI,SCOPRISSI,SCOPRISSE,SCOPRISSIMO,SCOPRISTE,SCOPRISSERO
